,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,2.344708956117614,0.982118865674763,0.6285442264151527,-0.15375386478671052,-0.9744049915469928,-0.04959533466457229,1.0525227849496634,-1.3278030546903108,4.526
1,2.3321814648403056,-0.6070042082805059,0.32703343493533565,-0.26332939143590745,0.8614179998296605,-0.09250998908805308,1.0431592803959975,-1.3228118684352097,3.585
2,1.782656217213846,1.856136556350161,1.1555924706608107,-0.04901517150221625,-0.8207574684591921,-0.025841901757064262,1.0384775281191663,-1.332794240945405,3.521
3,0.9329449075937367,1.856136556350161,0.1569622795571614,-0.049831711042244826,-0.7660095004623895,-0.05032808199362329,1.0384775281191663,-1.337785427200506,3.413
4,-0.012880683843030762,1.856136556350161,0.34470244869821226,-0.03290506706381913,-0.7598282782692021,-0.08561368522678962,1.0384775281191663,-1.337785427200506,3.422
5,0.08744451941137864,1.856136556350161,-0.2697231250588904,0.014668989535248493,-0.8940491030355567,-0.08961624733292754,1.0384775281191663,-1.337785427200506,2.697
6,-0.1113636089684241,1.856136556350161,-0.2009128300212835,-0.3066257711091924,-0.2927044868126126,-0.09072270303848314,1.033795775842335,-1.337785427200506,2.992
7,-0.3951270773548459,1.856136556350161,-0.2552257496513997,-0.07353987979519161,-0.23707348707392614,-0.12347347989875945,1.033795775842335,-1.337785427200506,2.414
8,-0.9423363181905429,1.0615750193725264,-0.45869146222952395,0.04425285666408085,-0.19380493172161445,-0.10049676702210844,1.033795775842335,-1.3427766134556072,2.267
9,-0.09446728669944973,1.856136556350161,-0.18527866930239154,-0.22468164560490408,0.11084101922833524,-0.08649932262424836,1.033795775842335,-1.337785427200506,2.611
10,-0.3513861309202111,1.856136556350161,0.01964785622054001,-0.03602609923710857,-0.4551823273192524,-0.07769783521277364,1.0384775281191663,-1.3427766134556072,2.815
11,-0.3159091178071618,1.856136556350161,-0.2653493272950312,-0.1522480183955883,0.06933852735979137,-0.09836356275703631,1.0384775281191663,-1.3427766134556072,2.418
12,-0.4188135104421933,1.856136556350161,-0.04298412582619368,-0.17694179313111993,-0.28917235984507694,-0.06975715924930675,1.0384775281191663,-1.3427766134556072,2.135
13,-0.6300964935813322,1.856136556350161,-0.5775665895891466,0.0021649637360432283,-0.9540952614836627,-0.10474594139283613,1.033795775842335,-1.3427766134556072,1.913
14,-1.0285022981105156,1.856136556350161,-0.4713075644557549,-0.1835740393027465,-0.18850674127031097,-0.10743415415794884,1.0384775281191663,-1.3427766134556072,1.592
15,-0.918860431175083,1.697224248954634,-0.47958466643212433,-0.05213101215609728,-0.6432680883405257,-0.04145018196823473,1.0384775281191663,-1.3427766134556072,1.4
16,-0.5767230643578428,1.856136556350161,0.206362800140716,-0.10199551314986864,-0.5584970411196701,-0.06497992934122766,1.0384775281191663,-1.3477677997107012,1.525
17,-0.9213869840377333,1.856136556350161,-0.5562239924658349,-0.2736346890491443,-0.6865366436928374,-0.08973973140289791,1.0384775281191663,-1.3477677997107012,1.555
18,-0.9893407287394345,1.697224248954634,-0.03448599581399183,-0.02269687439462005,-0.38453978796853944,-0.06815745089372094,1.033795775842335,-1.3427766134556072,1.587
19,-0.6670999657155661,1.856136556350161,0.014734135895053811,-0.027513161563782404,-0.6494493105337131,-0.054069090175396455,1.033795775842335,-1.3477677997107012,1.629
