,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,-0.13275570468815867,-0.3499616725886302,0.312430841728201,-0.010684339862476452,-0.06182495423887537,-0.583293338084399,-0.8478870528690895,-0.4561742263163734,-0.530776426097769,-0.4862292239106919,-0.6616025638564252,-0.4917990088953998,-0.7339821055085237,0.19040754351015252,-0.374804079128444,0.3725702921024902,0.004324270099869173,0.12530037131699867,0.30831609408780436,-0.4272308054263586,0.7027418162205148,-0.9359297706620062,-0.47245420307243907,-0.8104381055190837,0.36448220068765336,-0.5965431125502173,-0.4271073196781911,-0.06420365580198115,0.33700558051083024,-0.5556943132524963,-0.8627219354886309,-0.8340151789086029,0.49926820138932965,-0.4693604732599129,-0.6373851265181373,-0.16110601786464765,0.4090539355218718,-0.49946519487413293,-0.3381986825129664,-0.3612971769661348,0.645061983637097,-0.5341427362722395,0.1820990224329107,-0.8039475072758374,0.7918909883437109,-0.7027406350976076,-0.26542485014493206,-0.3863349555255056,-0.08635254511234979,-0.24599076530870853,0.5002121163778649,-0.7798745311546168,-0.2369218386163283,-0.642854998587283,0.006719542744716076,-0.30044700000322966,0.6037619578585386,-0.51273102316907,0
1,-0.13275570468815867,-0.4622502527073886,1.1170134037338817,-0.5325858256476647,-0.18672724787636946,-0.938046338287366,-0.2340773614087932,-0.38665815027004896,0.7958537145153548,-0.648357029989963,0.795425306806256,-1.137529292609819,-0.5088877404627116,0.3001961030123916,-0.6385014465290251,0.20122604809481845,-0.4010416913761586,-1.822298821109732,-0.628844460770951,1.4497726417885624,0.7799650629522242,-0.3339394800249148,0.8241060618073298,0.36401482666801444,-0.02489096347828862,0.37904373564989924,0.33156428375881675,1.0472436295529834,0.5808456421063832,0.4270898315262127,-0.34519508927693976,1.4466111896902272,1.2664791321840094,1.3242224754190557,-0.37489481985908185,1.9633728033679803,0.5254567898791352,0.6159236163212315,0.06827473351855531,0.7767735618247644,0.13470257874668223,0.8437071070955072,0.415567031800532,-0.08920178756680135,0.4868314857062926,0.24349398074100828,-0.43968345372235385,-0.30827003739782427,-0.04807790646527913,-0.1590954441165168,0.7110151713438991,-0.06926978241453594,-0.05495415516510356,-0.4532294237170928,0.5445331567437027,-0.40688339392085693,0.42391494650868417,-0.5381520138372518,0
2,-0.13275570468815867,-0.18413242852513237,-0.13763237538493167,0.6796375483928723,-0.08405088117292457,-0.9064312102727111,-0.7813028399177624,-0.9401924196020681,-0.6306002044760749,-0.9711056815871398,-0.7440334355585415,-0.6532880160963704,-0.6546428105355665,0.2185573944407272,0.3262572189261698,0.34738555415520933,0.2749944106431099,1.4857556895562591,0.5362736760082742,-0.15478125013880678,1.305167151827958,-0.4512078202861344,-0.9300585098710433,-0.19678392031822725,-0.2765199998445406,-0.6569073627029134,-1.0505937347918601,-0.18766608344954128,0.9401719160058547,-0.7693841877145992,-0.8586963497524678,-0.16070520824147058,0.145342860279258,0.4476659469370013,-0.5781780106152398,-0.585378705081988,0.25058567144919597,-0.3763478690667334,-1.0433799635426524,-0.46596872736697065,0.1964782397311131,-0.12844565245906756,-0.6663895550387283,-0.22580982378128936,-0.5708228567345023,-0.20472862297019467,-1.0997963432486217,-0.7755042490137285,0.284682442426025,-0.5959452012936526,-0.8271021624288771,-0.4478664273813274,-0.6006823710108453,-0.3293544720569018,-0.29578603415897264,-0.5270333372238224,-0.29604074785339113,-0.8745163182958028,0
3,-0.13275570468815867,0.31947918694340943,0.9901638514395583,0.15473226424887665,0.9065751229591584,-1.5806376539294642,-0.7117385280802621,-1.2276419812194566,0.3044128014692433,-1.5156313395890801,-0.24640690474159618,-1.681060259420826,-0.8478187643976022,0.21757920884779444,0.5590247426779051,0.35199104048815016,-0.45503492488062386,-1.9983371986174567,-0.5494517022098145,0.6351216707696371,1.6129974592160103,-0.5702176880224743,0.6723151048692222,-0.7352605938358102,-0.5660700409939677,-0.5349410878933168,0.23861862524530145,0.9291649739363177,-0.033739323679736116,-0.006395651171037322,0.029881090659435762,0.6771408802621278,-0.07958101499624051,-0.16871002520046702,0.7526478513413923,0.08981491005187521,0.05138038534427035,-0.283647576782181,0.41373182126423563,0.9095395952706514,0.23938010676436824,-0.6258539238576547,0.3753066943103952,-0.3339633129587194,-0.5712829958905787,-0.07181926611235535,0.20488330405308716,-0.330997369677863,-0.0802084191253116,-0.4826010330107735,0.14208236647482664,-0.37118455855802907,0.03341048492776245,-0.7672075362008658,0.4551809045638577,-0.7793538209720556,-0.6025791411741784,-0.84408608490026,0
4,-0.13275570468815867,-0.8586470397039426,0.19406605147221043,-0.5998648516049387,-0.20580590904046422,-0.5122860564124491,-0.31502067253973115,-0.9392997928597424,-0.5042103588256117,-0.6297923333901222,-0.19042182689905804,-0.05145160757787721,-0.3413332639565976,0.2068783571438767,-0.662986495508403,0.35603032414776503,-0.39631457020770816,0.583559004829171,-0.15828409138751467,0.5224277465656544,0.8510888603054997,0.3344987813483149,-1.229446190247028,-0.4683843278324831,-0.848764476686109,-0.23220775130363905,-2.5638562172767734,1.606389406336676,-0.31936883828738205,0.11098195536476434,-1.833244222171145,-0.3957175384364099,-0.9194771596111108,0.8885438941719603,-0.5793603293764159,1.0509530506546072,-0.8217557063116511,0.4884373227829615,-1.0367223027193926,0.1233202017119515,-1.084840952729228,0.5443530393136314,-0.3464244291924061,0.6540251728636353,-1.8637995327379424,0.17936685708287164,-1.0865396878903715,0.3810643131100947,-1.2379961593135642,0.7509417625632292,-0.327055965580684,0.37743114739928996,-0.3681911889261283,-0.2935490536431243,-0.5527396785337173,-0.08933827702492869,-2.7646251996857236,-0.3301222114004726,0
5,-0.13275570468815867,-0.9329357368026449,0.15417062138624824,-0.41770349805327395,0.2556359496242513,-0.5164906535735548,1.398831303899447,-0.9744855220299588,0.6721362874517668,-0.6921752130497413,1.0035158107198083,-0.22885112868446808,1.073931131351838,0.21742348965911418,-0.38249884820349783,0.34087950688309365,-0.37352431224721483,-1.7572756366248967,-0.33225038961022607,1.284774068005174,0.5952979504509117,5.666587499807888,-0.39858548313599734,0.6480642238727344,-0.33184280617920797,2.282400400572412,-1.6858216989666996,2.570319914648129,-0.22910383243219726,2.032263396900699,-1.5695407261213885,0.9139497746135208,-0.6625647488511947,1.1093749483839708,-0.19217672276433434,2.118354666241592,-1.0913820228175022,0.5007010882083002,-0.8436782579838727,0.026099754192499897,-1.024083395535218,0.30764246630144587,-0.737057996578749,0.3745634686524576,-2.3396983359003185,-0.4996197359543726,-0.0071173667764016435,-0.0826642894964322,-1.468619805512164,0.3498396846213258,0.46767189265493225,0.18125902166754043,-0.850712509107947,-0.6181369592990482,-0.19146870119768178,-0.7107843295800889,-1.8281549682962208,-0.5265504148731459,0
6,-0.13275570468815867,-1.0691369704411047,0.9878743430543724,0.16662495089707288,1.5825532813910248,-1.036948717934872,-0.07940188363791627,-1.621708577187586,0.4970582466177293,-1.1277291159317386,-0.15641388535353057,-0.7307366413906407,-0.3562014083426986,0.21156331787031318,0.37614462811073324,0.3446994258311242,0.04366996482328406,-1.6886400530020154,-0.4547505865625782,2.1326602447228424,0.9809748912845345,2.791709609783739,-1.2654857774707318,2.922586912528847,-0.1958283172601235,2.2359916674170064,1.00264149499271,9.023159099347035,-1.2871283693388151,2.2423630330531528,-1.583711056540901,0.6146574971808613,-0.9410200417169204,0.3585284357507662,0.06131426160846073,1.0730294575794188,-1.6688970436586104,1.9523560666702846,-0.26678593211122364,0.31177544679091124,-1.1317044356379578,-0.13624796916190954,-0.29177639651608706,0.33945137866963926,-2.3425273396006405,-0.04568410365878429,-0.5470022682609131,0.6932900062928736,-2.4495138129030005,0.6665478710313323,-1.5269472058253855,-0.17119513449507878,-1.9330133834011736,-0.7406779525150075,-0.2949298501895208,-0.4840986604543404,-1.4042502198528342,0.000978767781595466,0
7,-0.13275570468815867,-0.8656386767683064,0.8484551296634432,0.013587657615753155,0.6822793460810511,-1.0477026698360017,-0.05019565141987532,-1.2640116024102284,0.3227678043709067,-1.0266199936354816,-0.1510191554591101,-1.0083489226133364,-0.3761630843110142,0.22883748323546665,0.05861324744747917,0.3209022750934568,-0.12790352615407255,-0.9630638832744097,-0.3479433015170654,1.0200277559347521,1.1782222398840845,1.7588572628439985,-0.818455186306464,0.4295606162237417,0.2215342771398419,1.1364651151866223,0.5277045440101972,4.722014955801933,-0.3129228568044083,0.1324872856288227,-1.5528243758194569,0.8117251173430585,-0.15368186378177087,1.5371191714893655,-0.5267055849059523,2.1111073921587145,-1.4108220814426335,2.6257011116563733,-0.35189438196529454,1.8868826586272438,-1.7006806745700571,0.4612182031466706,0.2036803333694695,0.7676141635152732,-1.9614142511491237,-0.21114512231855642,-1.044683363072234,0.5705253947657826,-2.0909229571801755,0.2873570160617844,-1.4512849850637746,-0.31490419064511904,-2.9185589399932224,-0.09450781681324642,-0.6288455973556679,-0.018410781657163634,-1.9638677776593496,-0.30345151413300797,0
8,-0.13275570468815867,0.36959260642567,0.022320174041077792,0.17488190834333123,-0.4248846648155391,-0.6737967841080372,-0.7643030637302209,-0.40052078893242116,-0.32695266305284576,-0.5011666400014213,-0.40799546834776557,-0.9465940959387981,-0.7457114764895023,0.21865196563716882,0.013909150178969158,0.3471437341659463,-0.3391662810630068,-1.2790406023493346,0.23056149948097124,-0.4063009795785948,0.7325806108961692,-0.6658623574968981,-0.2682214777713763,-0.44252897912128614,0.5903880091647723,-0.2307867194860538,-0.5757992730335388,0.02738543013969664,0.4687215699724041,-0.29520944892648343,-1.4128460485436867,-1.0051789358364887,1.234792406129905,-0.27113738647000213,-0.5847667610864792,-1.1637797937991756,1.692036135777525,-0.6279209047269112,-0.10228784973432868,-0.697668537863944,0.375361468489841,-0.3751641903425712,-1.2859771541383214,-0.17756777781258382,0.65478675243943,-0.41311608538688294,-0.26959688274561044,-0.8820947004382421,-0.5679696945090551,-0.30096564433123185,-0.6760440338457367,-1.007751642812553,0.5653895126443388,-0.7796940747320044,1.5285230709861837,-0.8751487714718567,-0.422293756070118,-0.7452747099451326,0
9,-0.13275570468815867,-1.281824189454338,0.7725806098761038,-0.7553850625357414,0.35643570570133065,-0.5372223481473383,-0.427676827221545,-0.5106580877892024,-0.23854526592912298,-0.39882022377056947,-0.33451123681873707,-0.5843364359696316,-0.5319941165556723,0.21631991462299313,-0.45640098256852973,0.3438478787310519,-0.6142991141175692,-1.3712004787461878,-0.6860960873194468,0.8611427469540135,0.49827292215758157,0.20809609160417744,-0.12784939243446056,0.6988675035173937,0.16332904454993566,1.1206519518844222,-1.5707309832548388,3.548464707724729,-0.13141376474507793,2.2137396205295192,-0.4068704973586123,0.17738211634539383,-0.10586794930932444,-0.49178313404406626,-0.8578753723821765,0.5445869609208004,-0.4364001235838927,0.2970553305134769,-0.0036818634150307416,0.24603392833316864,-0.10266655557967089,1.096651362874403,0.8132149811985954,0.25538629325453194,-1.37595243996867,0.5987224665731398,0.7097582834710003,1.2126752853896146,-0.5084277605400824,-0.041926410112551236,0.45040887161751325,-0.12590473908055616,-0.7237738137190577,0.5666140747207471,1.387323810780914,0.29187356291118033,-0.818308364708688,0.4718862974780216,0
